year,age,sex,lfp,n,cohort,lfp_age_avg
2004,77,2,6.524838,5220,1927,4.1212134
2005,77,2,5.8545294,5175,1928,4.1212134
2006,77,2,6.5752687,5021,1929,4.1212134
2007,77,2,7.1325274,5230,1930,4.1212134
2008,77,2,7.1431212,4772,1931,4.1212134
2009,77,2,7.5071516,4751,1932,4.1212134
2010,77,2,7.819181,4969,1933,4.1212134
2011,77,2,8.6890907,4572,1934,4.1212134
2012,77,2,7.973156,4576,1935,4.1212134
2013,77,2,7.9796262,4578,1936,4.1212134
2014,77,2,8.4861794,4645,1937,4.1212134
2015,77,2,9.3707027,4725,1938,4.1212134
2016,77,2,9.107934,4795,1939,4.1212134
1976,78,1,11.347102,2117,1898,9.3191652
1977,78,1,9.8829222,2145,1899,9.3191652
1978,78,1,10.490733,2662,1900,9.3191652
1979,78,1,10.734293,2581,1901,9.3191652
1980,78,1,12.078433,2875,1902,9.3191652
1981,78,1,10.517268,2806,1903,9.3191652
1982,78,1,9.1658068,2868,1904,9.3191652
1983,78,1,9.6818466,3003,1905,9.3191652
1984,78,1,9.7878246,2638,1906,9.3191652
1985,78,1,8.1987104,2849,1907,9.3191652
1986,78,1,7.0182128,2962,1908,9.3191652
1987,78,1,9.3517351,2771,1909,9.3191652
1988,78,1,10.702418,3023,1910,9.3191652
1989,78,1,7.6838269,3004,1911,9.3191652
1990,78,1,9.5498085,2916,1912,9.3191652
1991,78,1,6.6716423,3007,1913,9.3191652
1992,78,1,8.9209328,3311,1914,9.3191652
1993,78,1,8.219738,3242,1915,9.3191652
1994,78,1,8.5528355,3148,1916,9.3191652
1995,78,1,7.8112321,3178,1917,9.3191652
1996,78,1,8.3733978,2866,1918,9.3191652
1997,78,1,10.138902,2732,1919,9.3191652
1998,78,1,8.7557344,3083,1920,9.3191652
1999,78,1,10.024608,3137,1921,9.3191652
2000,78,1,9.5915022,3181,1922,9.3191652
2001,78,1,10.076932,3479,1923,9.3191652
2002,78,1,9.4883804,4003,1924,9.3191652
2003,78,1,11.203304,3743,1925,9.3191652
2004,78,1,12.063376,3651,1926,9.3191652
2005,78,1,11.725634,3686,1927,9.3191652
2006,78,1,11.713148,3513,1928,9.3191652
2007,78,1,13.232944,3745,1929,9.3191652
2008,78,1,10.779563,3866,1930,9.3191652
2009,78,1,12.601015,3817,1931,9.3191652
2010,78,1,12.905489,3740,1932,9.3191652
2011,78,1,12.027411,3355,1933,9.3191652
2012,78,1,14.204378,3384,1934,9.3191652
2013,78,1,14.149819,3529,1935,9.3191652
2014,78,1,12.751308,3419,1936,9.3191652
2015,78,1,14.390652,3510,1937,9.3191652
2016,78,1,13.325562,3746,1938,9.3191652
1976,78,2,3.0571671,3088,1898,3.4986703
1977,78,2,4.0733671,3397,1899,3.4986703
1978,78,2,3.7269905,3934,1900,3.4986703
1979,78,2,3.7228994,4313,1901,3.4986703
1980,78,2,3.287349,4597,1902,3.4986703
1981,78,2,2.6060696,4578,1903,3.4986703
1982,78,2,4.0169468,4586,1904,3.4986703
1983,78,2,4.239255,4472,1905,3.4986703
1984,78,2,3.0340772,4430,1906,3.4986703
1985,78,2,2.9120195,4504,1907,3.4986703
1986,78,2,2.8009024,4679,1908,3.4986703
1987,78,2,2.9706056,4580,1909,3.4986703
1988,78,2,3.1816649,4650,1910,3.4986703
1989,78,2,2.9623556,4829,1911,3.4986703
1990,78,2,2.8721073,4855,1912,3.4986703
1991,78,2,2.9581475,5037,1913,3.4986703
1992,78,2,4.9745398,4947,1914,3.4986703
1993,78,2,3.7430301,5043,1915,3.4986703
1994,78,2,3.6495945,4852,1916,3.4986703
1995,78,2,3.8520894,4724,1917,3.4986703
1996,78,2,3.6085446,4325,1918,3.4986703
1997,78,2,3.9301853,4192,1919,3.4986703
1998,78,2,3.7812948,4503,1920,3.4986703
1999,78,2,4.0068808,4505,1921,3.4986703
2000,78,2,5.0897846,4603,1922,3.4986703
2001,78,2,4.6773796,4703,1923,3.4986703
2002,78,2,5.1194577,5199,1924,3.4986703
2003,78,2,4.880281,4963,1925,3.4986703
2004,78,2,5.9425383,5066,1926,3.4986703
2005,78,2,6.5080037,4807,1927,3.4986703
2006,78,2,6.2750964,4756,1928,3.4986703
2007,78,2,6.0929995,4585,1929,3.4986703
2008,78,2,6.8705506,4685,1930,3.4986703
2009,78,2,7.0366578,4414,1931,3.4986703
2010,78,2,7.1471615,4692,1932,3.4986703
2011,78,2,6.2443862,4538,1933,3.4986703
2012,78,2,7.603363,4488,1934,3.4986703
2013,78,2,7.8669815,4397,1935,3.4986703
2014,78,2,7.1610913,4554,1936,3.4986703
2015,78,2,7.6819367,4406,1937,3.4986703
2016,78,2,7.72859,4586,1938,3.4986703
1976,79,1,9.2957296,1880,1897,8.30445
1977,79,1,9.4719429,2067,1898,8.30445
1978,79,1,10.310406,2205,1899,8.30445
1979,79,1,9.1012869,2285,1900,8.30445
1980,79,1,9.0320826,2741,1901,8.30445
1981,79,1,11.211519,2484,1902,8.30445
1982,79,1,9.308238,2615,1903,8.30445
1983,79,1,8.9697933,2600,1904,8.30445
1984,79,1,8.1395054,2690,1905,8.30445
1985,79,1,8.6111383,2646,1906,8.30445
1986,79,1,7.907702,2758,1907,8.30445
1987,79,1,7.636179,2643,1908,8.30445
1988,79,1,7.1662426,2415,1909,8.30445
1989,79,1,7.9829006,2775,1910,8.30445
1990,79,1,6.4965973,2838,1911,8.30445
1991,79,1,7.6523314,2821,1912,8.30445
1992,79,1,5.075808,2817,1913,8.30445
1993,79,1,7.1651793,3032,1914,8.30445
1994,79,1,7.1678786,2838,1915,8.30445
1995,79,1,9.9209223,2736,1916,8.30445
1996,79,1,7.3192334,2455,1917,8.30445
1997,79,1,6.3054018,2548,1918,8.30445
1998,79,1,9.7316437,2705,1919,8.30445
1999,79,1,8.3271341,2891,1920,8.30445
2000,79,1,10.231432,2932,1921,8.30445
2001,79,1,7.8109069,3128,1922,8.30445
2002,79,1,8.4566488,2904,1923,8.30445
2003,79,1,9.5637283,2881,1924,8.30445
2004,79,1,11.073097,2852,1925,8.30445
2005,79,1,10.318707,2957,1926,8.30445
2006,79,1,13.604663,2785,1927,8.30445
2007,79,1,12.2285,2465,1928,8.30445
2008,79,1,10.73601,2514,1929,8.30445
2009,79,1,11.444991,2536,1930,8.30445
2010,79,1,12.620015,2415,1931,8.30445
2011,79,1,12.65187,3249,1932,8.30445
2012,79,1,12.766006,3271,1933,8.30445
2013,79,1,13.362124,3123,1934,8.30445
2014,79,1,12.358193,3362,1935,8.30445
2015,79,1,13.91768,3137,1936,8.30445
2016,79,1,14.873997,3482,1937,8.30445
1976,79,2,2.2816877,2933,1897,2.9369442
1977,79,2,3.2005672,3162,1898,2.9369442
1978,79,2,3.4146521,3542,1899,2.9369442
1979,79,2,2.2579517,3838,1900,2.9369442
1980,79,2,3.2335558,4533,1901,2.9369442
1981,79,2,2.9198632,4000,1902,2.9369442
1982,79,2,2.8111093,4091,1903,2.9369442
1983,79,2,3.003469,4253,1904,2.9369442
1984,79,2,3.0359502,4082,1905,2.9369442
1985,79,2,2.3827119,4202,1906,2.9369442
1986,79,2,2.9948034,4153,1907,2.9369442
1987,79,2,2.8012691,4206,1908,2.9369442
1988,79,2,2.4398365,4256,1909,2.9369442
1989,79,2,2.9523072,4524,1910,2.9369442
1990,79,2,2.5816031,4605,1911,2.9369442
1991,79,2,3.1297646,4585,1912,2.9369442
1992,79,2,2.995121,4701,1913,2.9369442
1993,79,2,3.5338755,4566,1914,2.9369442
1994,79,2,2.2612128,4630,1915,2.9369442
1995,79,2,3.8918388,4420,1916,2.9369442
1996,79,2,3.1294248,3944,1917,2.9369442
1997,79,2,2.4392335,4076,1918,2.9369442
1998,79,2,2.8983548,3960,1919,2.9369442
1999,79,2,3.8964968,4159,1920,2.9369442
2000,79,2,3.4177728,4243,1921,2.9369442
2001,79,2,4.5823374,4794,1922,2.9369442
2002,79,2,3.6816247,4517,1923,2.9369442
2003,79,2,5.1689248,4627,1924,2.9369442
2004,79,2,4.8984709,4375,1925,2.9369442
2005,79,2,5.2273965,4509,1926,2.9369442
2006,79,2,5.1936398,4299,1927,2.9369442
2007,79,2,6.0459738,4177,1928,2.9369442
2008,79,2,5.8876319,4186,1929,2.9369442
2009,79,2,6.4698577,4084,1930,2.9369442
2010,79,2,6.3373885,4134,1931,2.9369442
2011,79,2,7.4035258,4341,1932,2.9369442
2012,79,2,6.5130553,4125,1933,2.9369442
2013,79,2,7.3672152,4142,1934,2.9369442
2014,79,2,8.6433496,4295,1935,2.9369442
2015,79,2,6.8418069,4132,1936,2.9369442
2016,79,2,8.54704,4306,1937,2.9369442
1976,80,1,9.19137,1767,1896,7.3230309
1977,80,1,10.231355,1841,1897,7.3230309
1978,80,1,8.8750343,2049,1898,7.3230309
1979,80,1,8.220027,1980,1899,7.3230309
1980,80,1,7.7023411,2360,1900,7.3230309
1981,80,1,9.2999277,2343,1901,7.3230309
1982,80,1,8.7833567,2183,1902,7.3230309
1983,80,1,8.6723986,2363,1903,7.3230309
1984,80,1,6.2102795,2295,1904,7.3230309
1985,80,1,6.1904864,2320,1905,7.3230309
1986,80,1,8.1734438,2334,1906,7.3230309
1987,80,1,4.9550171,2441,1907,7.3230309
1988,80,1,7.6490989,2419,1908,7.3230309
1989,80,1,6.363924,2345,1909,7.3230309
1990,80,1,6.4201059,2524,1910,7.3230309
1991,80,1,6.8386579,2728,1911,7.3230309
1992,80,1,6.6309223,2684,1912,7.3230309
1993,80,1,5.9354534,2631,1913,7.3230309
1994,80,1,6.9822974,2672,1914,7.3230309
1995,80,1,6.37358,2504,1915,7.3230309
1996,80,1,6.0113621,2232,1916,7.3230309
1997,80,1,6.8032579,2298,1917,7.3230309
1998,80,1,6.6787591,2267,1918,7.3230309
1999,80,1,6.5602856,2479,1919,7.3230309
2000,80,1,7.053925,3625,1920,7.3230309
2001,80,1,7.8337946,2925,1921,7.3230309
2002,80,1,5.4502501,17672,1922,7.3230309
2003,80,1,5.8395548,19591,1923,7.3230309
2004,80,1,6.7878551,14722,1924,7.3230309
2005,80,1,7.8085213,12166,1925,7.3230309
2006,80,1,7.4408174,12305,1926,7.3230309
2007,80,1,8.8673229,12336,1927,7.3230309
2008,80,1,8.930069,12524,1928,7.3230309
2009,80,1,8.9817572,12756,1929,7.3230309
2010,80,1,8.6858225,12747,1930,7.3230309
2011,80,1,8.900507,13158,1931,7.3230309
2012,80,1,9.8137369,13238,1932,7.3230309
2013,80,1,9.7522507,13192,1933,7.3230309
2014,80,1,9.7380934,13093,1934,7.3230309
2015,80,1,10.302086,13002,1935,7.3230309
2016,80,1,10.923125,13192,1936,7.3230309
1976,80,2,3.4385948,2789,1896,2.4522779
1977,80,2,1.638544,3093,1897,2.4522779
1978,80,2,2.3157129,3317,1898,2.4522779
1979,80,2,2.5615101,3511,1899,2.4522779
1980,80,2,1.6967406,4364,1900,2.4522779
1981,80,2,2.975647,4169,1901,2.4522779
1982,80,2,2.600884,3627,1902,2.4522779
1983,80,2,2.8625369,4026,1903,2.4522779
1984,80,2,2.1574986,3979,1904,2.4522779
1985,80,2,1.1304981,4055,1905,2.4522779
1986,80,2,1.8379405,4110,1906,2.4522779
1987,80,2,2.8863254,4110,1907,2.4522779
1988,80,2,1.8831952,4242,1908,2.4522779
1989,80,2,2.3454025,4294,1909,2.4522779
1990,80,2,2.5995388,4565,1910,2.4522779
1991,80,2,2.1973801,4290,1911,2.4522779
1992,80,2,2.3808341,4444,1912,2.4522779
1993,80,2,2.6222622,4366,1913,2.4522779
1994,80,2,3.1202266,4341,1914,2.4522779
1995,80,2,2.0013196,4484,1915,2.4522779
1996,80,2,3.4141037,3658,1916,2.4522779
1997,80,2,2.1658423,3859,1917,2.4522779
1998,80,2,2.7152789,3851,1918,2.4522779
1999,80,2,3.3068492,3605,1919,2.4522779
2000,80,2,2.8620944,5696,1920,2.4522779
2001,80,2,2.5076864,4556,1921,2.4522779
2002,80,2,2.1333449,31048,1922,2.4522779
2003,80,2,2.6697683,33907,1923,2.4522779
2004,80,2,3.1591077,24355,1924,2.4522779
2005,80,2,3.3876095,19121,1925,2.4522779
2006,80,2,3.1690652,18862,1926,2.4522779
2007,80,2,3.3866704,19162,1927,2.4522779
2008,80,2,4.4369411,19065,1928,2.4522779
2009,80,2,4.5956206,19254,1929,2.4522779
2010,80,2,4.791678,18918,1930,2.4522779
2011,80,2,4.6607041,18881,1931,2.4522779
2012,80,2,4.1993008,18369,1932,2.4522779
2013,80,2,5.4295249,17762,1933,2.4522779
2014,80,2,5.4644308,17809,1934,2.4522779
2015,80,2,5.2231684,17597,1935,2.4522779
2016,80,2,4.661994,17701,1936,2.4522779
1976,81,1,6.8177781,1506,1895,6.7538986
1977,81,1,8.9168997,1671,1896,6.7538986
1978,81,1,8.4335222,1667,1897,6.7538986
1979,81,1,7.3679118,1754,1898,6.7538986
1980,81,1,5.8340116,1914,1899,6.7538986
1981,81,1,7.6549568,2008,1900,6.7538986
1982,81,1,8.314579,2055,1901,6.7538986
1983,81,1,8.0725737,1970,1902,6.7538986
1984,81,1,7.2746739,2016,1903,6.7538986
1985,81,1,4.9958477,1914,1904,6.7538986
1986,81,1,5.4884186,1953,1905,6.7538986
1987,81,1,5.7922258,2036,1906,6.7538986
1988,81,1,4.76932,1981,1907,6.7538986
1989,81,1,6.5469546,2246,1908,6.7538986
1990,81,1,4.9392676,2077,1909,6.7538986
1991,81,1,7.2390676,2182,1910,6.7538986
1992,81,1,6.8543887,2319,1911,6.7538986
1993,81,1,6.3383832,2292,1912,6.7538986
1994,81,1,7.6689186,2331,1913,6.7538986
1995,81,1,6.3517466,2233,1914,6.7538986
1996,81,1,5.3616791,1894,1915,6.7538986
1997,81,1,6.2168427,2072,1916,6.7538986
1998,81,1,6.3672705,1955,1917,6.7538986
1999,81,1,8.4763288,2010,1918,6.7538986
2000,81,1,7.0397005,1802,1919,6.7538986
2001,81,1,6.7987189,2604,1920,6.7538986
2002,81,1,5.3551745,226,1921,6.7538986
1976,81,2,2.1008084,2537,1895,2.0403342
1977,81,2,2.6098478,2785,1896,2.0403342
1978,81,2,1.6892142,2843,1897,2.0403342
1979,81,2,2.1247923,3020,1898,2.0403342
1980,81,2,1.9346211,3554,1899,2.0403342
1981,81,2,1.9173477,3545,1900,2.0403342
1982,81,2,2.3634794,3609,1901,2.0403342
1983,81,2,2.5057685,3176,1902,2.0403342
1984,81,2,2.1391609,3509,1903,2.0403342
1985,81,2,.913688,3508,1904,2.0403342
1986,81,2,.96242893,3606,1905,2.0403342
1987,81,2,2.0735695,3591,1906,2.0403342
1988,81,2,1.4221766,3540,1907,2.0403342
1989,81,2,1.4331645,3574,1908,2.0403342
1990,81,2,2.913394,3803,1909,2.0403342
1991,81,2,1.6984426,3865,1910,2.0403342
1992,81,2,1.983879,3960,1911,2.0403342
1993,81,2,2.0085111,3866,1912,2.0403342
1994,81,2,2.4207137,4006,1913,2.0403342
1995,81,2,1.7218567,3927,1914,2.0403342
1996,81,2,2.2694614,3483,1915,2.0403342
1997,81,2,2.961684,3332,1916,2.0403342
1998,81,2,2.1921482,3578,1917,2.0403342
1999,81,2,2.6078634,3502,1918,2.0403342
2000,81,2,3.3470557,2980,1919,2.0403342
2001,81,2,2.9681401,3832,1920,2.0403342
2002,81,2,1.9964054,375,1921,2.0403342
1976,82,1,9.6277523,1300,1894,5.757956
1977,82,1,6.5560632,1347,1895,5.757956
1978,82,1,6.5345793,1570,1896,5.757956
1979,82,1,4.7815628,1403,1897,5.757956
1980,82,1,5.3776603,1823,1898,5.757956
1981,82,1,4.3331003,1639,1899,5.757956
1982,82,1,7.067802,1838,1900,5.757956
1983,82,1,6.7733331,1811,1901,5.757956
1984,82,1,5.2129121,1591,1902,5.757956
1985,82,1,6.0309939,1729,1903,5.757956
1986,82,1,5.1780396,1677,1904,5.757956
1987,82,1,4.9332676,1780,1905,5.757956
1988,82,1,5.0706396,1807,1906,5.757956
1989,82,1,6.2614665,1786,1907,5.757956
1990,82,1,6.3185396,1952,1908,5.757956
1991,82,1,5.9286399,1933,1909,5.757956
1992,82,1,5.4054389,2018,1910,5.757956
1993,82,1,6.8017378,2058,1911,5.757956
1994,82,1,5.0562477,2057,1912,5.757956
1995,82,1,3.6869731,2090,1913,5.757956
1996,82,1,5.8360081,1897,1914,5.757956
1997,82,1,5.2245512,1840,1915,5.757956
1998,82,1,4.3671465,1900,1916,5.757956
1999,82,1,5.826498,1759,1917,5.757956
2000,82,1,5.7368202,1764,1918,5.757956
2001,82,1,6.6369987,1853,1919,5.757956
2002,82,1,5.5142822,167,1920,5.757956
1976,82,2,1.7761191,2170,1894,1.723413
1977,82,2,2.048564,2640,1895,1.723413
1978,82,2,2.0958071,2675,1896,1.723413
1979,82,2,2.134414,2572,1897,1.723413
1980,82,2,1.6487277,2957,1898,1.723413
1981,82,2,1.7615904,2934,1899,1.723413
1982,82,2,2.2851009,3125,1900,1.723413
1983,82,2,1.4830345,3237,1901,1.723413
1984,82,2,2.060111,2972,1902,1.723413
1985,82,2,.9677819,3233,1903,1.723413
1986,82,2,1.0150561,3122,1904,1.723413
1987,82,2,1.2227175,3245,1905,1.723413
1988,82,2,1.9451929,3165,1906,1.723413
1989,82,2,1.4762993,3383,1907,1.723413
1990,82,2,1.1322761,3421,1908,1.723413
1991,82,2,1.9760875,3312,1909,1.723413
1992,82,2,1.6430838,3545,1910,1.723413
1993,82,2,1.7995117,3811,1911,1.723413
1994,82,2,1.6152805,3363,1912,1.723413
1995,82,2,1.864538,3669,1913,1.723413
1996,82,2,1.7391824,3074,1914,1.723413
1997,82,2,1.7263273,3086,1915,1.723413
1998,82,2,1.8323627,2956,1916,1.723413
1999,82,2,2.1127455,3193,1917,1.723413
2000,82,2,3.2263889,2767,1918,1.723413
2001,82,2,3.2316141,3256,1919,1.723413
2002,82,2,4.1011086,323,1920,1.723413
1976,83,1,4.5866451,1180,1893,5.1928749
1977,83,1,5.4280348,1231,1894,5.1928749
1978,83,1,5.4308472,1467,1895,5.1928749
1979,83,1,3.8865964,1398,1896,5.1928749
1980,83,1,4.1876836,1540,1897,5.1928749
1981,83,1,5.147265,1551,1898,5.1928749
1982,83,1,4.9106817,1399,1899,5.1928749
1983,83,1,8.4366665,1614,1900,5.1928749
1984,83,1,5.6661439,1580,1901,5.1928749
1985,83,1,3.7947185,1371,1902,5.1928749
1986,83,1,5.8985395,1486,1903,5.1928749
1987,83,1,6.6283226,1578,1904,5.1928749
1988,83,1,4.8643084,1552,1905,5.1928749
1989,83,1,2.0491886,1529,1906,5.1928749
1990,83,1,3.9786532,1651,1907,5.1928749
1991,83,1,4.6140637,1765,1908,5.1928749
1992,83,1,6.1631298,1780,1909,5.1928749
1993,83,1,5.3536296,1777,1910,5.1928749
1994,83,1,6.2766261,1777,1911,5.1928749
1995,83,1,6.0574903,1689,1912,5.1928749
1996,83,1,4.1660099,1662,1913,5.1928749
1997,83,1,4.6848416,1615,1914,5.1928749
1998,83,1,6.4799099,1580,1915,5.1928749
1999,83,1,5.9389997,1638,1916,5.1928749
2000,83,1,5.4943738,1528,1917,5.1928749
2001,83,1,7.300364,1873,1918,5.1928749
2002,83,1,9.8843498,165,1919,5.1928749
1976,83,2,2.1244011,1943,1893,1.588675
1977,83,2,1.6065689,2014,1894,1.588675
1978,83,2,1.3858652,2400,1895,1.588675
1979,83,2,1.7015225,2382,1896,1.588675
1980,83,2,1.6070813,2640,1897,1.588675
1981,83,2,1.5277041,2581,1898,1.588675
1982,83,2,.68763357,2637,1899,1.588675
1983,83,2,1.8389537,2726,1900,1.588675
1984,83,2,1.8774211,2833,1901,1.588675
1985,83,2,1.1511074,2813,1902,1.588675
1986,83,2,1.0548952,2863,1903,1.588675
1987,83,2,1.329746,2933,1904,1.588675
1988,83,2,1.4493072,2697,1905,1.588675
1989,83,2,1.7082757,2714,1906,1.588675
1990,83,2,1.2914656,3136,1907,1.588675
1991,83,2,1.6571647,3308,1908,1.588675
1992,83,2,1.6355896,3116,1909,1.588675
1993,83,2,1.3193299,3503,1910,1.588675
1994,83,2,1.7320693,3336,1911,1.588675
1995,83,2,1.7796781,3077,1912,1.588675
1996,83,2,1.6451137,2705,1913,1.588675
1997,83,2,1.895743,2779,1914,1.588675
1998,83,2,2.0644994,2799,1915,1.588675
1999,83,2,2.0570655,2706,1916,1.588675
2000,83,2,2.1167946,2533,1917,1.588675
2001,83,2,3.1077724,3053,1918,1.588675
2002,83,2,1.5998727,263,1919,1.588675
1976,84,1,7.3216839,971,1892,4.7440047
1977,84,1,4.8546829,1004,1893,4.7440047
1978,84,1,5.6950569,1128,1894,4.7440047
1979,84,1,3.1029799,1261,1895,4.7440047
1980,84,1,5.834269,1369,1896,4.7440047
1981,84,1,3.6263905,1298,1897,4.7440047
1982,84,1,3.9326496,1184,1898,4.7440047
1983,84,1,5.9989953,1202,1899,4.7440047
1984,84,1,5.5504889,1330,1900,4.7440047
1985,84,1,3.6312075,1278,1901,4.7440047
1986,84,1,2.9632583,1277,1902,4.7440047
1987,84,1,3.9927351,1353,1903,4.7440047
1988,84,1,5.2311788,1357,1904,4.7440047
1989,84,1,3.3287089,1406,1905,4.7440047
1990,84,1,2.4705491,1338,1906,4.7440047
1991,84,1,5.4033227,1254,1907,4.7440047
1992,84,1,4.7758121,1484,1908,4.7440047
1993,84,1,3.5332327,1531,1909,4.7440047
1994,84,1,6.2989807,1431,1910,4.7440047
1995,84,1,5.3652153,1471,1911,4.7440047
1996,84,1,4.6191335,1238,1912,4.7440047
1997,84,1,4.5284662,1352,1913,4.7440047
1998,84,1,6.0054622,1427,1914,4.7440047
1999,84,1,5.7916489,1371,1915,4.7440047
2000,84,1,3.9724464,1253,1916,4.7440047
2001,84,1,5.3140273,1624,1917,4.7440047
2002,84,1,5.474618,142,1918,4.7440047
1976,84,2,2.1822634,1664,1892,1.3712336
1977,84,2,1.7064717,1889,1893,1.3712336
1978,84,2,1.393356,1918,1894,1.3712336
1979,84,2,1.4774631,2195,1895,1.3712336
1980,84,2,1.8140885,2517,1896,1.3712336
1981,84,2,1.0134529,2200,1897,1.3712336
1982,84,2,1.085824,2315,1898,1.3712336
1983,84,2,1.2449675,2244,1899,1.3712336
1984,84,2,1.1749829,2379,1900,1.3712336
1985,84,2,1.2612035,2457,1901,1.3712336
1986,84,2,1.4800359,2496,1902,1.3712336
1987,84,2,1.1538601,2534,1903,1.3712336
1988,84,2,.48327148,2455,1904,1.3712336
1989,84,2,.78626573,2453,1905,1.3712336
1990,84,2,2.1592162,2577,1906,1.3712336
1991,84,2,.85712159,2908,1907,1.3712336
1992,84,2,1.1289951,2762,1908,1.3712336
1993,84,2,1.3352449,2721,1909,1.3712336
1994,84,2,1.4800832,2981,1910,1.3712336
1995,84,2,1.4157254,2839,1911,1.3712336
1996,84,2,1.638826,2494,1912,1.3712336
1997,84,2,1.1558225,2388,1913,1.3712336
1998,84,2,1.8599427,2637,1914,1.3712336
1999,84,2,1.6211236,2496,1915,1.3712336
2000,84,2,2.3223011,2231,1916,1.3712336
2001,84,2,2.1308291,2788,1917,1.3712336
2002,84,2,.87525856,251,1918,1.3712336
1976,85,1,5.0938807,818,1891,4.2833128
1977,85,1,6.41819,900,1892,4.2833128
1978,85,1,5.2646213,915,1893,4.2833128
1979,85,1,6.0589566,924,1894,4.2833128
1980,85,1,3.2458358,1139,1895,4.2833128
1981,85,1,5.7948904,1087,1896,4.2833128
1982,85,1,4.2892122,1065,1897,4.2833128
1983,85,1,3.2808461,1045,1898,4.2833128
1984,85,1,4.4007378,1010,1899,4.2833128
1985,85,1,4.8764596,1075,1900,4.2833128
1986,85,1,4.7074375,1051,1901,4.2833128
1987,85,1,2.4863622,1179,1902,4.2833128
1988,85,1,3.7739263,1160,1903,4.2833128
1989,85,1,3.6381767,1210,1904,4.2833128
1990,85,1,2.9043114,1207,1905,4.2833128
1991,85,1,4.1094022,1210,1906,4.2833128
1992,85,1,4.9346342,1088,1907,4.2833128
1993,85,1,2.1900346,1296,1908,4.2833128
1994,85,1,3.859657,1185,1909,4.2833128
1995,85,1,5.7049861,1234,1910,4.2833128
1996,85,1,4.3335123,1136,1911,4.2833128
1997,85,1,2.4609895,1230,1912,4.2833128
1998,85,1,3.751946,1111,1913,4.2833128
1999,85,1,5.220499,1173,1914,4.2833128
2000,85,1,3.6373358,1105,1915,4.2833128
2001,85,1,4.2526016,1408,1916,4.2833128
2002,85,1,4.2782626,123,1917,4.2833128
2004,85,1,4.1354566,4825,1919,4.2833128
2005,85,1,4.5883899,7751,1920,4.2833128
2006,85,1,4.4156141,8002,1921,4.2833128
2007,85,1,5.0148482,8284,1922,4.2833128
2008,85,1,6.4773569,8588,1923,4.2833128
2009,85,1,5.2248473,8725,1924,4.2833128
2010,85,1,5.3311577,9157,1925,4.2833128
2011,85,1,5.2601528,10084,1926,4.2833128
2012,85,1,5.4753094,10475,1927,4.2833128
2013,85,1,5.7787528,10603,1928,4.2833128
2014,85,1,7.1602402,11077,1929,4.2833128
2015,85,1,6.665688,11275,1930,4.2833128
2016,85,1,6.5526814,11117,1931,4.2833128
1976,85,2,1.5393015,1382,1891,1.1685007
1977,85,2,.9901641,1580,1892,1.1685007
1978,85,2,.64258361,1752,1893,1.1685007
1979,85,2,.84116322,1819,1894,1.1685007
1980,85,2,1.0608143,2190,1895,1.1685007
1981,85,2,1.4491899,2047,1896,1.1685007
1982,85,2,.97083908,1797,1897,1.1685007
1983,85,2,1.2918031,2101,1898,1.1685007
1984,85,2,1.1399167,1977,1899,1.1685007
1985,85,2,1.0512989,2217,1900,1.1685007
1986,85,2,.90617013,2319,1901,1.1685007
1987,85,2,1.1763862,2160,1902,1.1685007
1988,85,2,1.3601336,2254,1903,1.1685007
1989,85,2,.94461983,2238,1904,1.1685007
1990,85,2,1.0797098,2256,1905,1.1685007
1991,85,2,.94347608,2426,1906,1.1685007
1992,85,2,1.1235191,2542,1907,1.1685007
1993,85,2,1.5251844,2479,1908,1.1685007
1994,85,2,1.5845428,2320,1909,1.1685007
1995,85,2,.57625026,2600,1910,1.1685007
1996,85,2,1.4752471,2065,1911,1.1685007
1997,85,2,1.2780021,2207,1912,1.1685007
1998,85,2,1.5516902,2142,1913,1.1685007
1999,85,2,1.5420098,2503,1914,1.1685007
2000,85,2,1.365009,2127,1915,1.1685007
2001,85,2,2.0055702,2603,1916,1.1685007
2002,85,2,1.1268578,213,1917,1.1685007
2004,85,2,2.0204132,9506,1919,1.1685007
2005,85,2,2.0091028,15368,1920,1.1685007
2006,85,2,1.786034,15546,1921,1.1685007
2007,85,2,2.2380025,15647,1922,1.1685007
2008,85,2,2.6215982,16243,1923,1.1685007
2009,85,2,2.2239594,16858,1924,1.1685007
2010,85,2,2.0590014,16944,1925,1.1685007
2011,85,2,2.3259366,17735,1926,1.1685007
