year,age,sex,lfp,n,cohort,lfp_age_avg
1997,53,1,87.092819,7409,1944,87.456108
1998,53,1,84.941444,7350,1945,87.456108
1999,53,1,84.036812,7502,1946,87.456108
2000,53,1,87.000221,9772,1947,87.456108
2001,53,1,85.485153,10695,1948,87.456108
2002,53,1,85.616318,10656,1949,87.456108
2003,53,1,85.841194,10994,1950,87.456108
2004,53,1,83.291252,11068,1951,87.456108
2005,53,1,83.924538,10858,1952,87.456108
2006,53,1,84.90847,11180,1953,87.456108
2007,53,1,85.283463,11156,1954,87.456108
2008,53,1,84.631691,11292,1955,87.456108
2009,53,1,86.295593,11731,1956,87.456108
2010,53,1,84.525276,11879,1957,87.456108
2011,53,1,83.166595,11097,1958,87.456108
2012,53,1,83.191689,11111,1959,87.456108
2013,53,1,83.167389,11361,1960,87.456108
2014,53,1,83.329727,11008,1961,87.456108
2015,53,1,84.633461,10552,1962,87.456108
2016,53,1,83.517776,10593,1963,87.456108
1976,53,2,51.099003,9154,1923,62.486889
1977,53,2,53.10622,9632,1924,62.486889
1978,53,2,53.385471,10196,1925,62.486889
1979,53,2,55.139954,9723,1926,62.486889
1980,53,2,55.816944,11158,1927,62.486889
1981,53,2,55.576878,10222,1928,62.486889
1982,53,2,57.457565,9880,1929,62.486889
1983,53,2,58.163078,9156,1930,62.486889
1984,53,2,58.790936,8980,1931,62.486889
1985,53,2,58.796059,8865,1932,62.486889
1986,53,2,60.831154,8337,1933,62.486889
1987,53,2,61.010551,7819,1934,62.486889
1988,53,2,61.156918,8041,1935,62.486889
1989,53,2,65.366043,8199,1936,62.486889
1990,53,2,65.180008,8152,1937,62.486889
1991,53,2,66.91893,8419,1938,62.486889
1992,53,2,66.171989,8487,1939,62.486889
1993,53,2,69.22596,8157,1940,62.486889
1994,53,2,69.133842,8514,1941,62.486889
1995,53,2,69.551125,8599,1942,62.486889
1996,53,2,71.140602,8431,1943,62.486889
1997,53,2,71.616135,8073,1944,62.486889
1998,53,2,72.46019,7925,1945,62.486889
1999,53,2,72.589714,8275,1946,62.486889
2000,53,2,73.174133,10244,1947,62.486889
2001,53,2,72.894966,10699,1948,62.486889
2002,53,2,73.209221,11535,1949,62.486889
2003,53,2,73.991776,11690,1950,62.486889
2004,53,2,73.827049,11559,1951,62.486889
2005,53,2,73.324074,11704,1952,62.486889
2006,53,2,74.483612,11719,1953,62.486889
2007,53,2,75.217781,11425,1954,62.486889
2008,53,2,73.892784,11948,1955,62.486889
2009,53,2,73.624573,12397,1956,62.486889
2010,53,2,73.909256,12377,1957,62.486889
2011,53,2,73.745087,12244,1958,62.486889
2012,53,2,73.628853,12048,1959,62.486889
2013,53,2,72.657608,12266,1960,62.486889
2014,53,2,72.425369,12324,1961,62.486889
2015,53,2,73.757263,11458,1962,62.486889
2016,53,2,71.352364,11624,1963,62.486889
1976,54,1,87.300697,8011,1922,86.203888
1977,54,1,87.736076,8911,1923,86.203888
1978,54,1,87.738365,8988,1924,86.203888
1979,54,1,86.525574,9027,1925,86.203888
1980,54,1,87.56662,10143,1926,86.203888
1981,54,1,88.333206,9380,1927,86.203888
1982,54,1,88.33551,8928,1928,86.203888
1983,54,1,86.863815,8721,1929,86.203888
1984,54,1,86.799026,8345,1930,86.203888
1985,54,1,86.397186,7952,1931,86.203888
1986,54,1,85.992317,7583,1932,86.203888
1987,54,1,87.000793,7541,1933,86.203888
1988,54,1,86.495636,6848,1934,86.203888
1989,54,1,86.675316,7523,1935,86.203888
1990,54,1,86.205368,7585,1936,86.203888
1991,54,1,85.250053,7484,1937,86.203888
1992,54,1,86.185493,7724,1938,86.203888
1993,54,1,85.581474,7411,1939,86.203888
1994,54,1,83.89946,7372,1940,86.203888
1995,54,1,83.50769,7464,1941,86.203888
1996,54,1,84.981522,6846,1942,86.203888
1997,54,1,84.918594,7555,1943,86.203888
1998,54,1,85.318184,7197,1944,86.203888
1999,54,1,83.285294,7490,1945,86.203888
2000,54,1,84.996719,7547,1946,86.203888
2001,54,1,84.933052,10699,1947,86.203888
2002,54,1,84.591415,10887,1948,86.203888
2003,54,1,84.153786,10547,1949,86.203888
2004,54,1,83.417603,10620,1950,86.203888
2005,54,1,84.459953,10801,1951,86.203888
2006,54,1,83.959763,10895,1952,86.203888
2007,54,1,85.199661,10791,1953,86.203888
2008,54,1,85.040886,10880,1954,86.203888
2009,54,1,84.276245,11255,1955,86.203888
2010,54,1,84.797722,11348,1956,86.203888
2011,54,1,82.411644,11235,1957,86.203888
2012,54,1,81.957504,11116,1958,86.203888
2013,54,1,83.300865,11168,1959,86.203888
2014,54,1,83.530861,11434,1960,86.203888
2015,54,1,82.715866,10440,1961,86.203888
2016,54,1,83.645264,10458,1962,86.203888
1976,54,2,51.21299,8973,1922,60.684124
1977,54,2,51.038204,9391,1923,60.684124
1978,54,2,52.200974,10225,1924,60.684124
1979,54,2,55.600601,10185,1925,60.684124
1980,54,2,56.692825,11098,1926,60.684124
1981,54,2,55.830338,10358,1927,60.684124
1982,54,2,55.087654,9883,1928,60.684124
1983,54,2,55.253124,9522,1929,60.684124
1984,54,2,54.696102,9175,1930,60.684124
1985,54,2,57.178558,8870,1931,60.684124
1986,54,2,58.850201,8411,1932,60.684124
1987,54,2,59.457081,8090,1933,60.684124
1988,54,2,60.659607,7479,1934,60.684124
1989,54,2,61.301083,7733,1935,60.684124
1990,54,2,62.287331,8278,1936,60.684124
1991,54,2,63.666595,8414,1937,60.684124
1992,54,2,65.756317,8373,1938,60.684124
1993,54,2,67.150269,7980,1939,60.684124
1994,54,2,67.301109,7759,1940,60.684124
1995,54,2,67.918983,8364,1941,60.684124
1996,54,2,68.445,7564,1942,60.684124
1997,54,2,70.741722,8188,1943,60.684124
1998,54,2,69.929054,8133,1944,60.684124
1999,54,2,68.163185,7756,1945,60.684124
2000,54,2,68.514565,8174,1946,60.684124
2001,54,2,71.217056,11087,1947,60.684124
2002,54,2,70.507988,11717,1948,60.684124
2003,54,2,71.12619,11063,1949,60.684124
2004,54,2,72.044495,11637,1950,60.684124
2005,54,2,72.47419,11589,1951,60.684124
2006,54,2,72.987381,11522,1952,60.684124
2007,54,2,72.475258,11736,1953,60.684124
2008,54,2,74.761383,11836,1954,60.684124
2009,54,2,73.22728,11979,1955,60.684124
2010,54,2,73.54467,12207,1956,60.684124
2011,54,2,73.625183,12091,1957,60.684124
2012,54,2,71.889999,11944,1958,60.684124
2013,54,2,71.360031,11726,1959,60.684124
2014,54,2,71.119141,11822,1960,60.684124
2015,54,2,70.001778,11969,1961,60.684124
2016,54,2,71.02327,11187,1962,60.684124
1976,55,1,86.736809,8223,1921,84.074615
1977,55,1,86.787323,8540,1922,84.074615
1978,55,1,85.981094,9253,1923,84.074615
1979,55,1,85.693619,8778,1924,84.074615
1980,55,1,85.024216,10281,1925,84.074615
1981,55,1,84.777809,9652,1926,84.074615
1982,55,1,86.790482,9180,1927,84.074615
1983,55,1,85.544571,9034,1928,84.074615
1984,55,1,84.368309,8679,1929,84.074615
1985,55,1,83.697464,8546,1930,84.074615
1986,55,1,84.08197,7962,1931,84.074615
1987,55,1,83.729622,7577,1932,84.074615
1988,55,1,82.5504,7073,1933,84.074615
1989,55,1,83.630493,7020,1934,84.074615
1990,55,1,85.095917,7581,1935,84.074615
1991,55,1,82.678886,7525,1936,84.074615
1992,55,1,84.112022,7185,1937,84.074615
1993,55,1,83.406326,7247,1938,84.074615
1994,55,1,80.986145,7125,1939,84.074615
1995,55,1,81.211487,7142,1940,84.074615
1996,55,1,81.837227,6725,1941,84.074615
1997,55,1,83.596497,7159,1942,84.074615
1998,55,1,82.951363,7990,1943,84.074615
1999,55,1,82.52066,7595,1944,84.074615
2000,55,1,80.044609,7414,1945,84.074615
2001,55,1,82.225021,8365,1946,84.074615
2002,55,1,82.512589,11285,1947,84.074615
2003,55,1,81.831215,10805,1948,84.074615
2004,55,1,81.232315,10715,1949,84.074615
2005,55,1,80.708115,10513,1950,84.074615
2006,55,1,81.85582,10737,1951,84.074615
2007,55,1,82.033234,10721,1952,84.074615
2008,55,1,83.84449,10921,1953,84.074615
2009,55,1,83.395012,11347,1954,84.074615
2010,55,1,82.094727,11192,1955,84.074615
2011,55,1,81.262741,11376,1956,84.074615
2012,55,1,80.272583,11359,1957,84.074615
2013,55,1,80.101685,11305,1958,84.074615
2014,55,1,80.514297,11037,1959,84.074615
2015,55,1,80.655663,10945,1960,84.074615
2016,55,1,80.599586,10511,1961,84.074615
1976,55,2,50.395168,8846,1921,58.290955
1977,55,2,51.251446,9742,1922,58.290955
1978,55,2,52.876194,10210,1923,58.290955
1979,55,2,51.671104,10353,1924,58.290955
1980,55,2,53.075974,11650,1925,58.290955
1981,55,2,52.871685,10581,1926,58.290955
1982,55,2,54.112751,10060,1927,58.290955
1983,55,2,52.862335,9966,1928,58.290955
1984,55,2,54.058826,9235,1929,58.290955
1985,55,2,55.361073,9344,1930,58.290955
1986,55,2,56.399071,8864,1931,58.290955
1987,55,2,56.622868,8609,1932,58.290955
1988,55,2,57.372749,7687,1933,58.290955
1989,55,2,60.017838,7554,1934,58.290955
1990,55,2,59.792198,8093,1935,58.290955
1991,55,2,59.583569,7961,1936,58.290955
1992,55,2,62.239353,8374,1937,58.290955
1993,55,2,62.782692,8435,1938,58.290955
1994,55,2,64.997932,7872,1939,58.290955
1995,55,2,64.750191,7960,1940,58.290955
1996,55,2,65.839104,7298,1941,58.290955
1997,55,2,66.065643,7590,1942,58.290955
1998,55,2,67.943161,8336,1943,58.290955
1999,55,2,66.03994,8360,1944,58.290955
2000,55,2,65.408691,7750,1945,58.290955
2001,55,2,66.715302,9032,1946,58.290955
2002,55,2,70.23407,11670,1947,58.290955
2003,55,2,69.61042,11648,1948,58.290955
2004,55,2,69.318741,11036,1949,58.290955
2005,55,2,69.990334,11267,1950,58.290955
2006,55,2,70.674118,11324,1951,58.290955
2007,55,2,70.571999,11439,1952,58.290955
2008,55,2,71.630608,11731,1953,58.290955
2009,55,2,73.180397,12044,1954,58.290955
2010,55,2,72.797516,12234,1955,58.290955
2011,55,2,72.036552,12371,1956,58.290955
2012,55,2,72.360146,12238,1957,58.290955
2013,55,2,70.411385,11992,1958,58.290955
2014,55,2,70.335785,11689,1959,58.290955
2015,55,2,69.987175,11436,1960,58.290955
2016,55,2,68.474976,11536,1961,58.290955
1976,56,1,84.181252,7708,1920,82.183098
1977,56,1,85.800735,8650,1921,82.183098
1978,56,1,85.249367,9091,1922,82.183098
1979,56,1,84.219864,8719,1923,82.183098
1980,56,1,83.108002,9926,1924,82.183098
1981,56,1,83.079727,9610,1925,82.183098
1982,56,1,83.474884,9124,1926,82.183098
1983,56,1,83.581261,8855,1927,82.183098
1984,56,1,82.376251,8563,1928,82.183098
1985,56,1,82.277077,8352,1929,82.183098
1986,56,1,81.045303,8146,1930,82.183098
1987,56,1,82.112083,7765,1931,82.183098
1988,56,1,81.510262,7178,1932,82.183098
1989,56,1,81.296906,6994,1933,82.183098
1990,56,1,80.814735,7283,1934,82.183098
1991,56,1,82.64994,7299,1935,82.183098
1992,56,1,82.097862,7135,1936,82.183098
1993,56,1,79.875351,6918,1937,82.183098
1994,56,1,80.064323,6952,1938,82.183098
1995,56,1,79.95475,6946,1939,82.183098
1996,56,1,81.380081,6118,1940,82.183098
1997,56,1,80.114685,6416,1941,82.183098
1998,56,1,81.028587,6912,1942,82.183098
1999,56,1,81.100983,7840,1943,82.183098
2000,56,1,80.01062,7285,1944,82.183098
2001,56,1,78.440651,8090,1945,82.183098
2002,56,1,79.51976,8775,1946,82.183098
2003,56,1,79.201469,10970,1947,82.183098
2004,56,1,79.802971,10547,1948,82.183098
2005,56,1,79.735748,10159,1949,82.183098
2006,56,1,78.860725,10497,1950,82.183098
2007,56,1,79.948769,10342,1951,82.183098
2008,56,1,79.679367,10472,1952,82.183098
2009,56,1,80.484818,10965,1953,82.183098
2010,56,1,81.441017,10800,1954,82.183098
2011,56,1,80.261292,11172,1955,82.183098
2012,56,1,80.661736,11061,1956,82.183098
2013,56,1,77.974167,10955,1957,82.183098
2014,56,1,78.124321,11089,1958,82.183098
2015,56,1,78.299622,10346,1959,82.183098
2016,56,1,79.966476,10938,1960,82.183098
1976,56,2,49.656044,8698,1920,55.916332
1977,56,2,48.836807,9557,1921,55.916332
1978,56,2,50.624878,10087,1922,55.916332
1979,56,2,51.09988,9871,1923,55.916332
1980,56,2,49.618103,11598,1924,55.916332
1981,56,2,51.090366,10628,1925,55.916332
1982,56,2,50.946053,10225,1926,55.916332
1983,56,2,51.600098,9604,1927,55.916332
1984,56,2,52.395081,9729,1928,55.916332
1985,56,2,53.751625,9300,1929,55.916332
1986,56,2,54.540665,8875,1930,55.916332
1987,56,2,55.154491,8822,1931,55.916332
1988,56,2,56.170036,7815,1932,55.916332
1989,56,2,57.256592,8033,1933,55.916332
1990,56,2,56.284542,7763,1934,55.916332
1991,56,2,59.07502,7948,1935,55.916332
1992,56,2,58.420761,7773,1936,55.916332
1993,56,2,59.163445,7572,1937,55.916332
1994,56,2,60.116356,7881,1938,55.916332
1995,56,2,62.130634,7457,1939,55.916332
1996,56,2,61.649204,7077,1940,55.916332
1997,56,2,63.972168,7217,1941,55.916332
1998,56,2,63.863766,7633,1942,55.916332
1999,56,2,64.575302,8151,1943,55.916332
2000,56,2,65.063919,7832,1944,55.916332
2001,56,2,62.353821,8515,1945,55.916332
2002,56,2,65.181961,9075,1946,55.916332
2003,56,2,66.575844,11399,1947,55.916332
2004,56,2,68.144043,11128,1948,55.916332
2005,56,2,67.024704,10567,1949,55.916332
2006,56,2,68.97541,10753,1950,55.916332
2007,56,2,69.872162,11111,1951,55.916332
2008,56,2,70.657654,11294,1952,55.916332
2009,56,2,69.807022,11454,1953,55.916332
2010,56,2,70.898232,11570,1954,55.916332
2011,56,2,70.692131,12014,1955,55.916332
2012,56,2,69.011566,12077,1956,55.916332
2013,56,2,69.357376,12375,1957,55.916332
2014,56,2,68.615311,12253,1958,55.916332
2015,56,2,68.05571,11481,1959,55.916332
2016,56,2,67.53315,11467,1960,55.916332
1976,57,1,83.560951,7301,1919,80.050873
1977,57,1,83.181618,8184,1920,80.050873
1978,57,1,83.657112,9029,1921,80.050873
1979,57,1,81.866119,8768,1922,80.050873
1980,57,1,81.879166,9936,1923,80.050873
1981,57,1,81.022202,9204,1924,80.050873
1982,57,1,81.046532,8941,1925,80.050873
1983,57,1,81.259399,8679,1926,80.050873
1984,57,1,80.509186,8496,1927,80.050873
1985,57,1,80.144188,8250,1928,80.050873
1986,57,1,79.725006,7684,1929,80.050873
1987,57,1,80.047783,7975,1930,80.050873
1988,57,1,79.500046,7149,1931,80.050873
1989,57,1,79.658272,6872,1932,80.050873
1990,57,1,80.903259,7195,1933,80.050873
1991,57,1,79.20256,7026,1934,80.050873
1992,57,1,77.817955,7236,1935,80.050873
1993,57,1,78.19548,6759,1936,80.050873
1994,57,1,76.766464,6549,1937,80.050873
1995,57,1,76.597832,6773,1938,80.050873
1996,57,1,78.300171,5860,1939,80.050873
1997,57,1,78.575638,5883,1940,80.050873
1998,57,1,78.294556,6200,1941,80.050873
1999,57,1,79.509392,6619,1942,80.050873
2000,57,1,78.223915,7419,1943,80.050873
2001,57,1,78.432457,7982,1944,80.050873
2002,57,1,77.440033,8195,1945,80.050873
2003,57,1,77.164963,8428,1946,80.050873
2004,57,1,77.641006,10744,1947,80.050873
2005,57,1,77.73526,10082,1948,80.050873
2006,57,1,75.957893,9616,1949,80.050873
2007,57,1,78.045357,10271,1950,80.050873
2008,57,1,77.485878,10386,1951,80.050873
2009,57,1,77.542755,10226,1952,80.050873
2010,57,1,77.379448,10391,1953,80.050873
2011,57,1,78.615425,10878,1954,80.050873
2012,57,1,77.992668,10729,1955,80.050873
2013,57,1,78.988655,10730,1956,80.050873
2014,57,1,77.958565,10844,1957,80.050873
2015,57,1,77.386887,10392,1958,80.050873
2016,57,1,78.541481,10916,1959,80.050873
1976,57,2,47.681923,7937,1919,53.574188
1977,57,2,48.330601,9316,1920,53.574188
1978,57,2,46.164684,9896,1921,53.574188
1979,57,2,48.908806,9768,1922,53.574188
1980,57,2,47.873138,11179,1923,53.574188
1981,57,2,48.39447,10776,1924,53.574188
1982,57,2,49.072697,10108,1925,53.574188
1983,57,2,47.170948,9868,1926,53.574188
1984,57,2,50.644112,9131,1927,53.574188
1985,57,2,49.756176,9205,1928,53.574188
1986,57,2,51.285,8623,1929,53.574188
1987,57,2,53.127842,8504,1930,53.574188
1988,57,2,52.931583,8025,1931,53.574188
1989,57,2,54.907734,7742,1932,53.574188
1990,57,2,55.392063,8191,1933,53.574188
1991,57,2,54.718388,7553,1934,53.574188
1992,57,2,57.841278,7485,1935,53.574188
1993,57,2,56.873524,7629,1936,53.574188
1994,57,2,60.913467,7153,1937,53.574188
1995,57,2,58.757843,7743,1938,53.574188
1996,57,2,59.139832,6396,1939,53.574188
1997,57,2,60.840374,6841,1940,53.574188
1998,57,2,61.904995,7023,1941,53.574188
1999,57,2,63.148998,7280,1942,53.574188
2000,57,2,61.946911,7765,1943,53.574188
2001,57,2,63.577347,8656,1944,53.574188
2002,57,2,64.5495,8883,1945,53.574188
2003,57,2,65.33989,9055,1946,53.574188
2004,57,2,64.240021,11265,1947,53.574188
2005,57,2,66.878296,11000,1948,53.574188
2006,57,2,66.286095,10487,1949,53.574188
2007,57,2,66.692093,10920,1950,53.574188
2008,57,2,69.340912,10795,1951,53.574188
2009,57,2,69.688599,11364,1952,53.574188
2010,57,2,68.218155,11019,1953,53.574188
2011,57,2,67.029572,11108,1954,53.574188
2012,57,2,66.75592,11616,1955,53.574188
2013,57,2,67.055016,11631,1956,53.574188
2014,57,2,66.364845,11844,1957,53.574188
2015,57,2,67.673851,11574,1958,53.574188
2016,57,2,66.648109,11452,1959,53.574188
1976,58,1,82.531265,6848,1918,77.738487
1977,58,1,80.064774,7536,1919,77.738487
1978,58,1,80.605019,8697,1920,77.738487
1979,58,1,80.514679,8699,1921,77.738487
1980,58,1,80.262772,10106,1922,77.738487
1981,58,1,79.882744,9192,1923,77.738487
1982,58,1,79.82119,8854,1924,77.738487
1983,58,1,77.778427,8699,1925,77.738487
1984,58,1,78.144196,8492,1926,77.738487
1985,58,1,77.287994,8243,1927,77.738487
1986,58,1,77.436378,7954,1928,77.738487
1987,58,1,78.416908,7337,1929,77.738487
1988,58,1,77.347237,7543,1930,77.738487
1989,58,1,78.686897,7037,1931,77.738487
1990,58,1,76.734833,7077,1932,77.738487
1991,58,1,76.198601,7258,1933,77.738487
1992,58,1,77.068939,6608,1934,77.738487
1993,58,1,75.383644,7023,1935,77.738487
1994,58,1,74.29155,6487,1936,77.738487
1995,58,1,77.147552,6376,1937,77.738487
1996,58,1,73.917809,5888,1938,77.738487
1997,58,1,75.982689,5907,1939,77.738487
1998,58,1,75.673492,5899,1940,77.738487
1999,58,1,74.544121,6329,1941,77.738487
2000,58,1,75.968842,6513,1942,77.738487
2001,58,1,74.945236,8145,1943,77.738487
2002,58,1,76.103081,8068,1944,77.738487
2003,58,1,75.828018,8227,1945,77.738487
2004,58,1,74.601379,8404,1946,77.738487
2005,58,1,75.873154,10144,1947,77.738487
2006,58,1,76.665649,10126,1948,77.738487
2007,58,1,76.526276,9606,1949,77.738487
2008,58,1,78.063179,9880,1950,77.738487
2009,58,1,75.607681,10326,1951,77.738487
2010,58,1,76.236931,9968,1952,77.738487
2011,58,1,76.859413,10133,1953,77.738487
2012,58,1,75.69606,10497,1954,77.738487
2013,58,1,77.385109,10570,1955,77.738487
2014,58,1,75.04248,10526,1956,77.738487
2015,58,1,76.411232,10714,1957,77.738487
2016,58,1,75.097191,10385,1958,77.738487
1976,58,2,46.979706,8272,1918,51.477295
1977,58,2,47.079224,8366,1919,51.477295
1978,58,2,46.784103,9775,1920,51.477295
1979,58,2,46.019466,9540,1921,51.477295
1980,58,2,47.016487,11017,1922,51.477295
1981,58,2,47.366928,10434,1923,51.477295
1982,58,2,48.517643,10033,1924,51.477295
1983,58,2,48.299263,9856,1925,51.477295
1984,58,2,47.094952,9087,1926,51.477295
1985,58,2,47.854328,9009,1927,51.477295
1986,58,2,47.847137,8702,1928,51.477295
1987,58,2,47.656067,8309,1929,51.477295
1988,58,2,53.300732,8045,1930,51.477295
1989,58,2,52.474464,7689,1931,51.477295
1990,58,2,53.152008,7928,1932,51.477295
1991,58,2,53.66209,7606,1933,51.477295
1992,58,2,53.909428,7226,1934,51.477295
1993,58,2,56.000008,7575,1935,51.477295
1994,58,2,55.422718,7198,1936,51.477295
1995,58,2,57.184761,6954,1937,51.477295
1996,58,2,57.588917,6407,1938,51.477295
1997,58,2,56.051464,6520,1939,51.477295
1998,58,2,58.457165,6782,1940,51.477295
1999,58,2,59.735973,7092,1941,51.477295
2000,58,2,58.616955,7086,1942,51.477295
2001,58,2,59.58482,8499,1943,51.477295
2002,58,2,61.88237,8876,1944,51.477295
2003,58,2,61.984737,8823,1945,51.477295
2004,58,2,63.246906,8914,1946,51.477295
2005,58,2,64.45665,10980,1947,51.477295
2006,58,2,63.956146,10925,1948,51.477295
2007,58,2,64.949188,10205,1949,51.477295
2008,58,2,65.667725,10772,1950,51.477295
2009,58,2,66.36657,10745,1951,51.477295
2010,58,2,65.966377,11131,1952,51.477295
2011,58,2,66.241745,10903,1953,51.477295
2012,58,2,65.080437,11172,1954,51.477295
2013,58,2,65.518204,11333,1955,51.477295
2014,58,2,63.983608,11795,1956,51.477295
2015,58,2,64.2686,11339,1957,51.477295
2016,58,2,65.862762,11490,1958,51.477295
1976,59,1,79.722778,6698,1917,75.358345
1977,59,1,80.036148,7511,1918,75.358345
1978,59,1,78.920151,7896,1919,75.358345
1979,59,1,78.523781,8422,1920,75.358345
1980,59,1,78.577492,9621,1921,75.358345
1981,59,1,77.234207,8996,1922,75.358345
1982,59,1,77.848076,8791,1923,75.358345
1983,59,1,75.352859,8386,1924,75.358345
1984,59,1,75.577805,8155,1925,75.358345
1985,59,1,74.763245,8229,1926,75.358345
1986,59,1,73.354675,8183,1927,75.358345
1987,59,1,73.876099,7699,1928,75.358345
1988,59,1,75.971939,6988,1929,75.358345
1989,59,1,74.584885,7338,1930,75.358345
1990,59,1,75.661835,7163,1931,75.358345
1991,59,1,74.199173,7107,1932,75.358345
1992,59,1,73.073456,7034,1933,75.358345
1993,59,1,73.595673,6482,1934,75.358345
1994,59,1,72.174568,6470,1935,75.358345
1995,59,1,71.750298,6490,1936,75.358345
1996,59,1,73.845207,5650,1937,75.358345
1997,59,1,74.048492,5832,1938,75.358345
1998,59,1,73.751823,5903,1939,75.358345
1999,59,1,72.155731,5902,1940,75.358345
2000,59,1,71.301208,6145,1941,75.358345
2001,59,1,72.381584,7202,1942,75.358345
2002,59,1,74.032227,8441,1943,75.358345
2003,59,1,73.148628,7542,1944,75.358345
2004,59,1,72.804138,7719,1945,75.358345
2005,59,1,73.713745,8091,1946,75.358345
2006,59,1,75.090416,9881,1947,75.358345
2007,59,1,73.483238,9877,1948,75.358345
2008,59,1,74.604172,9764,1949,75.358345
2009,59,1,72.3769,9584,1950,75.358345
2010,59,1,73.540428,9903,1951,75.358345
2011,59,1,74.581947,9912,1952,75.358345
2012,59,1,74.782265,10143,1953,75.358345
2013,59,1,74.919685,10055,1954,75.358345
2014,59,1,74.404373,10333,1955,75.358345
2015,59,1,71.983208,10400,1956,75.358345
2016,59,1,74.696465,10387,1957,75.358345
1976,59,2,45.778721,7633,1917,48.878628
1977,59,2,44.095413,8532,1918,48.878628
1978,59,2,46.240395,8618,1919,48.878628
1979,59,2,45.497597,9424,1920,48.878628
1980,59,2,44.858463,10739,1921,48.878628
1981,59,2,46.72274,9904,1922,48.878628
1982,59,2,46.016426,9831,1923,48.878628
1983,59,2,44.735466,9482,1924,48.878628
1984,59,2,45.539131,9525,1925,48.878628
1985,59,2,44.88673,9166,1926,48.878628
1986,59,2,46.342422,8874,1927,48.878628
1987,59,2,47.970276,8540,1928,48.878628
1988,59,2,46.600559,7991,1929,48.878628
1989,59,2,49.430172,8147,1930,48.878628
1990,59,2,51.340199,7835,1931,48.878628
1991,59,2,51.084454,7869,1932,48.878628
1992,59,2,50.652939,7315,1933,48.878628
1993,59,2,50.059231,7248,1934,48.878628
1994,59,2,54.080421,7171,1935,48.878628
1995,59,2,53.633511,6798,1936,48.878628
1996,59,2,53.867523,6077,1937,48.878628
1997,59,2,54.922218,6155,1938,48.878628
1998,59,2,54.041992,6341,1939,48.878628
1999,59,2,54.689999,6661,1940,48.878628
2000,59,2,55.777443,6848,1941,48.878628
2001,59,2,56.335186,7831,1942,48.878628
2002,59,2,57.140751,8856,1943,48.878628
2003,59,2,60.893612,8501,1944,48.878628
2004,59,2,58.775269,8382,1945,48.878628
2005,59,2,59.275311,8680,1946,48.878628
2006,59,2,62.09166,10849,1947,48.878628
2007,59,2,62.095654,10773,1948,48.878628
2008,59,2,62.502583,9973,1949,48.878628
2009,59,2,61.991257,10193,1950,48.878628
2010,59,2,63.086395,10527,1951,48.878628
2011,59,2,63.010685,10575,1952,48.878628
2012,59,2,62.6675,10553,1953,48.878628
2013,59,2,63.286316,11062,1954,48.878628
2014,59,2,63.136761,11346,1955,48.878628
2015,59,2,62.155472,11583,1956,48.878628
2016,59,2,63.301052,11212,1957,48.878628
1976,60,1,75.354797,6859,1916,70.757347
1977,60,1,76.562454,7215,1917,70.757347
1978,60,1,74.791786,8106,1918,70.757347
1979,60,1,73.63208,8027,1919,70.757347
1980,60,1,74.668648,9309,1920,70.757347
1981,60,1,73.375755,9167,1921,70.757347
1982,60,1,72.306816,8821,1922,70.757347
1983,60,1,71.570984,8693,1923,70.757347
1984,60,1,70.134872,8247,1924,70.757347
1985,60,1,71.107765,8519,1925,70.757347
1986,60,1,69.242622,7714,1926,70.757347
1987,60,1,69.821846,7954,1927,70.757347
1988,60,1,69.063171,7361,1928,70.757347
1989,60,1,70.560547,7135,1929,70.757347
1990,60,1,70.706085,7679,1930,70.757347
1991,60,1,70.484581,7095,1931,70.757347
1992,60,1,68.820251,7227,1932,70.757347
1993,60,1,68.393242,6743,1933,70.757347
1994,60,1,66.038094,6248,1934,70.757347
1995,60,1,68.949493,6164,1935,70.757347
1996,60,1,67.467018,5805,1936,70.757347
1997,60,1,68.532738,5669,1937,70.757347
1998,60,1,67.983597,5933,1938,70.757347
1999,60,1,68.60714,5920,1939,70.757347
2000,60,1,66.28627,5943,1940,70.757347
2001,60,1,69.803116,6765,1941,70.757347
2002,60,1,68.611519,7664,1942,70.757347
2003,60,1,69.461723,8575,1943,70.757347
2004,60,1,66.568848,8112,1944,70.757347
2005,60,1,67.717751,7626,1945,70.757347
2006,60,1,70.518867,7794,1946,70.757347
2007,60,1,70.738937,10092,1947,70.757347
2008,60,1,69.184479,9813,1948,70.757347
2009,60,1,69.418564,10014,1949,70.757347
2010,60,1,69.327316,9582,1950,70.757347
2011,60,1,69.312508,9820,1951,70.757347
2012,60,1,71.491241,9870,1952,70.757347
2013,60,1,71.563408,10038,1953,70.757347
2014,60,1,72.380241,10260,1954,70.757347
2015,60,1,70.621529,10264,1955,70.757347
2016,60,1,70.966087,10510,1956,70.757347
1976,60,2,41.249008,7767,1916,44.456223
1977,60,2,41.194317,8407,1917,44.456223
1978,60,2,41.988422,9326,1918,44.456223
1979,60,2,42.2248,9081,1919,44.456223
1980,60,2,41.468605,11025,1920,44.456223
1981,60,2,40.583702,10439,1921,44.456223
1982,60,2,42.041348,9929,1922,44.456223
1983,60,2,42.784519,9652,1923,44.456223
1984,60,2,41.878334,9522,1924,44.456223
1985,60,2,41.855053,9879,1925,44.456223
1986,60,2,42.25045,8975,1926,44.456223
1987,60,2,43.076965,8959,1927,44.456223
1988,60,2,44.12199,8453,1928,44.456223
